epoch,lifetime,reward_mean,policy_loss,value_loss,sym_loss,score_real__/full,score_fake__/full,disc_reward__/full
1,14.25,0.0038225140888243914,0.20683477818965912,0.9987152814865112,1.2143582716817037e-05,0.0072594210505485535,0.015534750185906887,0.0038225140888243914
10,12.5,-0.02629108540713787,-0.021280915662646293,0.21504348814487456,1.3504486923920922e-05,0.011679427698254585,0.019849702301952574,-0.02629108540713787
20,9.5625,-0.037374332547187805,-0.025719011947512627,0.13027543425559998,1.3909298650105483e-05,0.014728621952235699,0.01786096580326557,-0.037374332547187805
30,9.625,-0.03011450543999672,-0.02423331215977669,0.09174208343029022,1.2567407793540042e-05,0.016862181667238473,0.013909831084311009,-0.03011450543999672
40,11.3125,-0.030485741794109344,-0.021373111847788097,0.04929284527897835,1.3483216389431617e-05,0.020403316244482994,0.011622326169162988,-0.030485741794109344
50,12.5625,-0.04713008925318718,-0.02528950273990631,0.03644939288496971,1.2277955647732597e-05,0.023768949881196023,0.006880404753610491,-0.04713008925318718
60,9.625,-0.062210019677877426,-0.023698913305997847,0.02898171991109848,1.3084659258311149e-05,0.028484275937080382,0.005783092486672104,-0.062210019677877426
70,11.8125,-0.050616633147001266,-0.020793761312961578,0.04831399098038673,1.2828372382500674e-05,0.032365518435835836,0.0018162532593123614,-0.050616633147001266
80,13.5,-0.04134718328714371,-0.022143343836069106,0.020573237165808677,1.2047062045894564e-05,0.03708270378410816,-0.004508053860627114,-0.04134718328714371
90,11.5625,-0.04545389860868454,-0.021086715906858445,0.024722965061664583,1.0204551654169335e-05,0.042179382592439654,-0.005725190159864724,-0.04545389860868454
100,10.5,-0.058225784450769424,-0.02183156684041023,0.026556404307484627,1.1570216338441242e-05,0.047315339371562,-0.00993828447535634,-0.058225784450769424
110,11.3125,-0.057835645973682404,-0.022721774689853192,0.021915995329618455,1.1335970702930353e-05,0.052019770443439486,-0.015314012579619885,-0.057835645973682404
120,9.25,-0.074349045753479,-0.024418005719780922,0.02102406769990921,1.2857986257586163e-05,0.05694945901632309,-0.017147605121135712,-0.074349045753479
130,8.375,-0.0679721087217331,-0.024016617983579635,0.022607217729091644,1.3349545952223707e-05,0.0616287287324667,-0.02294291406869888,-0.0679721087217331
140,11.6875,-0.06992514431476593,-0.020924957282841206,0.026139144971966743,1.7120566917583345e-05,0.0665589727461338,-0.026505611650645734,-0.06992514431476593
150,12.75,-0.07372021675109863,-0.02099357098340988,0.026511039584875107,2.034045319305733e-05,0.07209842652082443,-0.02717007528990507,-0.07372021675109863
160,9.5625,-0.08206372708082199,-0.024100966937839984,0.04328333139419556,2.2380906375474297e-05,0.07608208656311036,-0.03275072462856769,-0.08206372708082199
170,10.25,-0.08427710831165314,-0.02618131209164858,0.04008406028151512,2.596768390503712e-05,0.08182452321052551,-0.03814259991049766,-0.08427710831165314
180,14.1875,-0.0694819763302803,-0.025684037432074546,0.0457893155515194,2.7209652034798638e-05,0.08552823811769486,-0.03945978619158268,-0.0694819763302803
190,9.0,-0.104270800948143,-0.022478388994932173,0.03987609893083573,3.5296649730298665e-05,0.08896971344947815,-0.04449010565876961,-0.104270800948143
200,9.3125,-0.09656018018722534,-0.020019685849547386,0.0302837610244751,3.829148554359563e-05,0.09445970356464387,-0.04629476778209209,-0.09656018018722534
210,11.1875,-0.08703034371137619,-0.02339313179254532,0.03714611381292343,3.705552371684462e-05,0.09912166744470596,-0.050024992972612384,-0.08703034371137619
220,11.9375,-0.09691143780946732,-0.02279766257852316,0.03245741575956344,4.581537214107811e-05,0.10303577706217766,-0.05121033117175102,-0.09691143780946732
230,10.9375,-0.09259381890296936,-0.02793801613152027,0.037373441457748416,5.245594511507079e-05,0.10703440979123116,-0.05321428291499615,-0.09259381890296936
240,11.4375,-0.0973583310842514,-0.02502080351114273,0.03827042505145073,6.522622425109148e-05,0.11035572737455368,-0.05472648739814758,-0.0973583310842514
250,11.3125,-0.09013009071350098,-0.03029369581490755,0.03467090278863907,6.146702071418986e-05,0.11316294968128204,-0.05787271037697792,-0.09013009071350098
260,13.125,-0.0833733081817627,-0.02373961843550205,0.032187722623348236,7.331560336751864e-05,0.11833553239703179,-0.05858031958341599,-0.0833733081817627
270,7.9375,-0.11952081322669983,-0.02893900070339441,0.03702490329742432,6.607324030483142e-05,0.12111344933509827,-0.062463346123695376,-0.11952081322669983
280,10.375,-0.11463320255279541,-0.023268684558570386,0.05076276585459709,7.058525079628453e-05,0.12713667303323745,-0.06423519663512707,-0.11463320255279541
290,14.5625,-0.09879881143569946,-0.027109263092279436,0.032758521288633345,7.446520758094266e-05,0.1296709433197975,-0.06952236816287041,-0.09879881143569946
300,10.6875,-0.09832309931516647,-0.02731042243540287,0.040112045407295224,8.506487793056295e-05,0.13337683230638503,-0.07014007121324539,-0.09832309931516647
310,12.125,-0.10323689877986908,-0.0288051076233387,0.03718355149030685,9.038007847266272e-05,0.13635145723819733,-0.07067475654184818,-0.10323689877986908
320,13.5,-0.08888105303049088,-0.02747734244912863,0.030312296003103256,9.131469414569438e-05,0.13963173180818558,-0.07123976275324821,-0.08888105303049088
330,11.5625,-0.1211852952837944,-0.0230246651917696,0.05448950082063675,9.408466721652075e-05,0.14223061949014665,-0.07456007674336433,-0.1211852952837944
340,13.875,-0.08691124618053436,-0.025284186005592346,0.05938265398144722,0.00010140520607819781,0.14619641602039338,-0.07519814185798168,-0.08691124618053436
350,10.375,-0.12095700204372406,-0.026262510940432547,0.03569470122456551,9.793848439585418e-05,0.14856892228126525,-0.07682460397481919,-0.12095700204372406
360,15.875,-0.11370453983545303,-0.02302652448415756,0.07766372859477996,9.469468641327694e-05,0.15188497304916382,-0.07695793733000755,-0.11370453983545303
370,16.4375,-0.09833422303199768,-0.026027664169669153,0.0735342338681221,8.864574920153245e-05,0.1550830528140068,-0.07890665605664253,-0.09833422303199768
380,10.6875,-0.11740918457508087,-0.016002182289958,0.33483180999755857,9.216034814016894e-05,0.158232282102108,-0.0839839406311512,-0.11740918457508087
390,13.5,-0.10253777354955673,-0.019034039229154587,0.18274243772029877,9.325237188022584e-05,0.16057083308696746,-0.08432003930211067,-0.10253777354955673
400,13.875,-0.10895736515522003,-0.023141184449195863,0.04169642254710197,0.0001092548860469833,0.16321750730276108,-0.08412057682871818,-0.10895736515522003
410,13.5625,-0.1250041276216507,-0.019109149649739265,0.122555673122406,0.00010264137672493235,0.16445230841636657,-0.08847771137952805,-0.1250041276216507
420,13.25,-0.11534996330738068,-0.019576181657612324,0.05295252054929733,0.00011296106094960123,0.16773514747619628,-0.08332995101809501,-0.11534996330738068
430,12.4375,-0.13085442781448364,-0.02502554012462497,0.04468125253915787,0.00011853912146762014,0.16837347149848939,-0.08835946395993233,-0.13085442781448364
440,12.3125,-0.12446780502796173,-0.025754639878869057,0.04990224912762642,0.00011157933913636952,0.17311680614948272,-0.08310234919190407,-0.12446780502796173
450,14.4375,-0.11577073484659195,-0.016803665831685067,0.3437385976314545,0.00011293864663457498,0.1735215201973915,-0.08822046220302582,-0.11577073484659195
460,17.5625,-0.09379701316356659,-0.022923175524920226,0.047244463860988614,0.00010213641944574192,0.17701074331998826,-0.08662105426192283,-0.09379701316356659
470,11.6875,-0.12407001852989197,-0.027288563922047614,0.10904557257890701,0.00011510204058140516,0.17893700003623964,-0.08909985274076462,-0.12407001852989197
480,14.9375,-0.11005152761936188,-0.025135415978729723,0.04362466111779213,0.00011090778571087867,0.18357828855514527,-0.08587336167693138,-0.11005152761936188
490,16.875,-0.10080644488334656,-0.027971049584448338,0.05399552136659622,0.00010893695871345699,0.18524307161569595,-0.08538374006748199,-0.10080644488334656
500,15.625,-0.11780066788196564,-0.02732339035719633,0.15497573614120483,0.00012467205815482884,0.1862121433019638,-0.08666904866695405,-0.11780066788196564
510,17.5625,-0.11904305219650269,-0.029147696495056153,0.1122773677110672,0.00013388362131081522,0.18802654892206191,-0.08695878013968468,-0.11904305219650269
520,19.125,-0.09580839425325394,-0.022724955901503564,0.12231751382350922,0.0001366365555441007,0.19018233716487884,-0.08634233474731445,-0.09580839425325394
530,13.1875,-0.11171498894691467,-0.023459235578775404,0.07993181347846985,0.00014529954933095723,0.18993783742189407,-0.08863942101597785,-0.11171498894691467
540,18.625,-0.09148234874010086,-0.029476794600486755,0.15451815724372864,0.00014359232445713133,0.19396602660417556,-0.08628682270646096,-0.09148234874010086
550,16.1875,-0.11606098711490631,-0.02316810879856348,0.1703173339366913,0.00014035048370715232,0.19276662021875382,-0.09128636643290519,-0.11606098711490631
560,17.8125,-0.12000180780887604,-0.022784118354320527,0.19322374165058137,0.00014822193479631097,0.19614019095897675,-0.09386196285486222,-0.12000180780887604
570,17.9375,-0.12643414735794067,-0.022963229939341544,0.1336544081568718,0.00015731198946014046,0.19721634984016417,-0.09802926629781723,-0.12643414735794067
580,17.8125,-0.11255982518196106,-0.029514050483703612,0.05310821756720543,0.0001384454662911594,0.2003312885761261,-0.09592804163694382,-0.11255982518196106
