epoch,lifetime,reward_mean,policy_loss,value_loss,sym_loss,score_real__/full,score_fake__/full,disc_reward__/full
1,14.25,0.003938500769436359,0.20689206719398498,0.9987990379333496,1.2143499770900234e-05,0.0072594210505485535,0.015534750185906887,0.003938500769436359
10,12.5,-0.024977436289191246,-0.02155756503343582,0.22008115351200103,1.3515557839127723e-05,0.01113370961199204,0.02055405763288339,-0.024977436289191246
20,9.5,-0.03229999542236328,-0.022971491701900958,0.13731891214847564,1.462598011130467e-05,0.013069230038672686,0.02057076832279563,-0.03229999542236328
30,9.875,-0.028262559324502945,-0.022315463051199913,0.1712740033864975,1.1990281200269237e-05,0.013620070647448301,0.019298027828335763,-0.028262559324502945
40,10.8125,-0.031817417591810226,-0.01596909686923027,0.06510348245501518,1.3211918485467322e-05,0.014994252286851407,0.016395432967692615,-0.031817417591810226
50,13.4375,-0.04140685126185417,-0.02080290801823139,0.02556163929402828,1.136220816988498e-05,0.0163494105450809,0.015763372369110584,-0.04140685126185417
60,8.1875,-0.0351753905415535,-0.02061209939420223,0.040253492444753645,1.1296737102384214e-05,0.01867036856710911,0.01834516189992428,-0.0351753905415535
70,11.5625,-0.023096293210983276,-0.023209771513938902,0.037090453505516055,1.2553377928270493e-05,0.01966464389115572,0.01592325819656253,-0.023096293210983276
80,14.25,-0.03534531965851784,-0.020874876715242862,0.020511861145496368,1.3146362834959292e-05,0.021473218500614167,0.013410806749016046,-0.03534531965851784
90,9.375,-0.02728108875453472,-0.02094872444868088,0.023071899265050887,1.2281238559808116e-05,0.023288121446967125,0.014557570870965719,-0.02728108875453472
100,8.9375,-0.04423682764172554,-0.02114864569157362,0.019837957248091696,1.5627918037353085e-05,0.02530662976205349,0.014994437340646982,-0.04423682764172554
110,13.3125,-0.02525586634874344,-0.02015594020485878,0.010407244600355626,1.5867804177105426e-05,0.026804066635668276,0.012147009558975696,-0.02525586634874344
120,11.8125,-0.03645471855998039,-0.02465953752398491,0.010234597697854042,1.6133425378939138e-05,0.028625746630132197,0.012461536191403865,-0.03645471855998039
130,10.1875,-0.04158648103475571,-0.027316194400191306,0.016507800668478012,1.995904567593243e-05,0.03093611840158701,0.010178585420362651,-0.04158648103475571
140,11.5625,-0.04006968438625336,-0.024560915678739546,0.01357876118272543,2.113809641741682e-05,0.03257964681833982,0.009674772387370467,-0.04006968438625336
150,12.0,-0.03148984909057617,-0.02730062771588564,0.013702904805541039,2.2486735542770474e-05,0.03501207679510117,0.010068389819934964,-0.03148984909057617
160,12.5,-0.034106072038412094,-0.028559259325265884,0.016254896484315395,3.039014482055791e-05,0.03685753270983696,0.006747782649472356,-0.034106072038412094
170,14.375,-0.031122878193855286,-0.026001764833927153,0.013595606572926045,3.413864542380907e-05,0.03966120816767216,0.0030458322959020733,-0.031122878193855286
180,12.625,-0.041087131947278976,-0.024384932592511177,0.012383368611335755,3.356628149049356e-05,0.041229910030961034,0.0020105915958993138,-0.041087131947278976
190,12.4375,-0.036737699061632156,-0.023920953646302222,0.012166989035904408,3.177130784024484e-05,0.04275066070258617,0.000811162416357547,-0.036737699061632156
200,13.125,-0.04073850065469742,-0.029150255396962164,0.013736008293926716,5.002223770134151e-05,0.04618733003735542,-0.0003593751695007086,-0.04073850065469742
210,12.25,-0.047738708555698395,-0.026810600608587264,0.0184283547103405,5.4581237054662776e-05,0.047729549929499626,-0.0026839479804039003,-0.047738708555698395
220,15.1875,-0.038144562393426895,-0.021081206575036048,0.01917204149067402,6.415047391783446e-05,0.050411568209528926,-0.0030983073287643493,-0.038144562393426895
230,16.625,-0.04070659354329109,-0.025041044503450394,0.012925338186323642,5.736823077313602e-05,0.052549897134304045,-0.00766163133084774,-0.04070659354329109
240,13.1875,-0.03834225982427597,-0.027608275413513184,0.02101675756275654,6.899837026139722e-05,0.05479546524584293,-0.008294097054749728,-0.03834225982427597
250,14.125,-0.04623449966311455,-0.029955564811825753,0.011761672049760818,7.535238983109593e-05,0.05726663470268249,-0.011816106643527747,-0.04623449966311455
260,11.6875,-0.05780922994017601,-0.024746597185730933,0.010889158211648464,8.693252311786637e-05,0.0595067523419857,-0.012941037258133292,-0.05780922994017601
270,10.375,-0.054354339838027954,-0.02500893026590347,0.02312438189983368,8.942126441979781e-05,0.061743497475981714,-0.014317641500383615,-0.054354339838027954
280,9.0,-0.06389694660902023,-0.02803591899573803,0.03393402434885502,9.191206336254255e-05,0.06464276984333991,-0.016525403689593078,-0.06389694660902023
290,14.8125,-0.05546068772673607,-0.026581234484910964,0.019713399931788445,9.070436062756926e-05,0.06754752993583679,-0.019174516666680574,-0.05546068772673607
300,15.0,-0.05636070668697357,-0.028214864432811737,0.01592879295349121,0.00010074609017465263,0.06962055936455727,-0.019787138979882,-0.05636070668697357
