epoch,lifetime,reward_mean,policy_loss,value_loss,sym_loss,score_real__/full,score_fake__/full,disc_reward__/full
1,16.0,-0.006771843880414963,0.24248424768447877,0.6519383907318115,0.0,0.020231228321790695,-0.0061516473069787025,-0.006771843880414963
10,12.3125,-0.04591970890760422,-0.025368138775229455,0.26525757908821107,0.0,0.03132879671951135,-0.004110553987427718,-0.04591970890760422
20,17.75,-0.02706616185605526,-0.026072994992136955,0.1288309335708618,0.0,0.03392598032951355,-0.004266819730401039,-0.02706616185605526
30,16.5625,-0.03351549804210663,-0.016385006718337536,0.07445525974035264,0.0,0.0338793084025383,-0.0021857670624740424,-0.03351549804210663
40,15.3125,-0.04826286435127258,-0.028935036808252334,0.08086067289113999,0.0,0.03492555394768715,-0.0009713254985399544,-0.04826286435127258
50,15.4375,-0.046191539615392685,-0.01984279602766037,0.034093865752220155,0.0,0.03649650923907757,-0.00018485466425772757,-0.046191539615392685
60,14.75,-0.04774202033877373,-0.0212677501142025,0.04196806252002716,0.0,0.039322375506162646,0.0007159184489864856,-0.04774202033877373
70,14.8125,-0.041953910142183304,-0.02121722176671028,0.048534877598285675,0.0,0.04101679436862469,0.0026890008593909442,-0.041953910142183304
80,17.8125,-0.03799435868859291,-0.023818106949329378,0.025863255932927133,0.0,0.04253329485654831,0.0020963836810551583,-0.03799435868859291
90,16.625,-0.032268933951854706,-0.021083176136016846,0.02339553162455559,0.0,0.04552127979695797,0.0027635175501927733,-0.032268933951854706
100,17.4375,-0.024414068087935448,-0.023430352471768855,0.026595044508576395,0.0,0.048204212263226506,0.001956683909520507,-0.024414068087935448
110,19.25,-0.025114016607403755,-0.017653796076774596,0.018197412975132464,0.0,0.050221942737698554,0.0002707171835936606,-0.025114016607403755
120,17.9375,-0.026377249509096146,-0.023135877028107644,0.014743011072278022,0.0,0.0532790195196867,-0.0002226231386885047,-0.026377249509096146
130,17.3125,-0.028678832575678825,-0.023573065642267466,0.03195334859192371,0.0,0.05588443465530872,0.0003019035328179598,-0.028678832575678825
140,16.9375,-0.035574670881032944,-0.02270067073404789,0.02422986663877964,0.0,0.05815850645303726,-0.0019349295122083276,-0.035574670881032944
150,17.875,-0.05205333232879639,-0.024827297404408456,0.040627080202102664,0.0,0.061233654245734216,-0.002992598561104387,-0.05205333232879639
160,19.5625,-0.033867549151182175,-0.0219193022698164,0.02042565159499645,0.0,0.06369292251765728,-0.00477457270026207,-0.033867549151182175
170,19.625,-0.03312182426452637,-0.022011011466383935,0.033116910606622696,0.0,0.06631469130516052,-0.006996758747845888,-0.03312182426452637
