epoch,step,L_total,L_simple,L_joints,L_vel,L_foot,VL_total,VL_simple,VL_joints,VL_vel,VL_foot
1,12544,266.9980773925781,177.68287658691406,8928.3818359375,0.030680615454912186,0.007213667035102844,-,-,-,-,-
1,12672,230.95138549804688,153.7184600830078,7720.5400390625,0.026891808956861496,0.006344963796436787,-,-,-,-,-
1,12800,234.7053985595703,156.20645141601562,7846.84423828125,0.0297622699290514,0.007341898512095213,245.79171752929688,163.5773468017578,8218.55859375,0.02801489271223545,0.007557395379990339
1,12928,249.2725372314453,165.9105987548828,8333.61328125,0.025225937366485596,0.005857513751834631,-,-,-,-,-
1,13056,251.9766387939453,167.71881103515625,8423.869140625,0.018442561849951744,0.006933652330189943,-,-,-,-,-
1,13184,274.778564453125,182.89088439941406,9186.2763671875,0.024222124367952347,0.006830250844359398,-,-,-,-,-
1,13312,265.24896240234375,176.5434112548828,8868.173828125,0.02314809523522854,0.006411583162844181,-,-,-,-,-
1,13440,260.2413024902344,173.19659423828125,8701.4189453125,0.02986779622733593,0.006426034960895777,243.2576141357422,161.86721801757812,8136.24609375,0.027353854849934578,0.005849125329405069
1,13568,256.40069580078125,170.63861083984375,8574.2373046875,0.019255874678492546,0.004629712086170912,-,-,-,-,-
1,13696,255.39390563964844,169.9766082763672,8539.705078125,0.019653260707855225,0.005892641842365265,-,-,-,-,-
1,13824,247.9176025390625,164.9983673095703,8289.7294921875,0.0214235819876194,0.005205782596021891,-,-,-,-,-
1,13952,254.63343811035156,169.44862365722656,8516.41796875,0.02007550187408924,0.00558383297175169,-,-,-,-,-
1,14080,251.74754333496094,167.53271484375,8419.2978515625,0.021308453753590584,0.005430581048130989,239.87716674804688,159.59976196289062,8025.0634765625,0.02639530785381794,0.0036912572104483843
1,14208,235.40440368652344,156.64720153808594,7873.65869140625,0.02012621983885765,0.004837351385504007,-,-,-,-,-
1,14336,235.28875732421875,156.57431030273438,7869.06298828125,0.02338184416294098,0.004478126764297485,-,-,-,-,-
1,14464,236.1448211669922,157.13819885253906,7897.76953125,0.028490712866187096,0.0044149900786578655,-,-,-,-,-
1,14592,231.8163299560547,154.2473907470703,7754.0546875,0.02802855707705021,0.0037194243632256985,-,-,-,-,-
1,14720,247.66258239746094,164.78213500976562,8285.47265625,0.025450754910707474,0.0027204900979995728,236.50497436523438,157.3476104736328,7912.89013671875,0.028069190680980682,0.0038926717825233936
1,14848,258.3754577636719,171.91152954101562,8643.6083984375,0.027593910694122314,0.002858067862689495,-,-,-,-,-
1,14976,269.4274597167969,179.26266479492188,9014.2470703125,0.02198459953069687,0.0034801363945007324,-,-,-,-,-
1,15104,260.2167663574219,173.12274169921875,8706.9248046875,0.02451018989086151,0.0028021521866321564,-,-,-,-,-
1,15232,254.20166015625,169.12188720703125,8505.4501953125,0.02500365674495697,0.0025628956500440836,-,-,-,-,-
1,15360,230.6192169189453,153.42970275878906,7716.5185546875,0.024082032963633537,0.0026459856890141964,233.0672149658203,155.0500030517578,7798.939453125,0.027540063485503197,0.0028037140145897865
1,15488,258.21490478515625,171.7823944091797,8641.005859375,0.02224411629140377,0.0021820068359375,-,-,-,-,-
1,15616,234.9578399658203,156.34194946289062,7859.87255859375,0.01699656993150711,0.001739166327752173,-,-,-,-,-
1,15744,234.70697021484375,156.15878295898438,7853.15771484375,0.01641206629574299,0.0018496843986213207,-,-,-,-,-
1,15872,236.80482482910156,157.56199645996094,7922.9560546875,0.013124404475092888,0.0013857661979272962,-,-,-,-,-
1,16000,234.68035888671875,156.1428680419922,7852.09912109375,0.016379034146666527,0.0014488724991679192,229.5745086669922,152.71324157714844,7683.41943359375,0.026930203661322594,0.0015144621720537543
1,16128,234.91152954101562,156.28492736816406,7860.31396484375,0.023316187784075737,0.0015326340217143297,-,-,-,-,-
1,16256,281.7851257324219,187.44436645507812,9431.3525390625,0.027133051306009293,0.0013629511231556535,-,-,-,-,-
1,16384,257.55322265625,171.3322296142578,8619.3818359375,0.027046270668506622,0.0010755292605608702,-,-,-,-,-
1,16512,266.8623046875,177.51263427734375,8931.8291015625,0.031265221536159515,0.0011637405259534717,-,-,-,-,-
1,16640,256.17034912109375,170.42425537109375,8572.1376953125,0.02459750697016716,0.001140547334216535,225.3690643310547,149.91436767578125,7542.7490234375,0.02706645242869854,0.0013197908410802484
1,16768,294.56292724609375,195.95550537109375,9857.943359375,0.027882138267159462,0.001016648719087243,-,-,-,-,-
1,16896,218.04632568359375,145.09756469726562,7293.19189453125,0.016741005703806877,0.0010773955145850778,-,-,-,-,-
1,17024,216.2452392578125,143.9078369140625,7231.92529296875,0.018051747232675552,0.0010009169345721602,-,-,-,-,-
1,17152,213.9768524169922,142.39166259765625,7156.515625,0.019939573481678963,0.0008789233979769051,-,-,-,-,-
1,17280,247.24087524414062,164.4867706298828,8272.61328125,0.02791500650346279,0.0008319306652992964,221.0186309814453,147.03038024902344,7396.1357421875,0.026799308136105537,0.001085764029994607
1,17408,259.59112548828125,172.70663452148438,8685.578125,0.02861417643725872,0.0009509979281574488,-,-,-,-,-
1,17536,258.39910888671875,171.89776611328125,8646.6943359375,0.03431044518947601,0.0009274192852899432,-,-,-,-,-
1,17664,239.48568725585938,159.33331298828125,8012.47412109375,0.027531800791621208,0.0010398693848401308,-,-,-,-,-
1,17792,228.921630859375,152.29408264160156,7659.46533203125,0.032810281962156296,0.000973533489741385,-,-,-,-,-
1,17920,227.50909423828125,151.34744262695312,7612.96728515625,0.0318843312561512,0.0009281441452912986,216.8289794921875,144.2456817626953,7255.74365234375,0.025782469660043716,0.0008152230875566602
1,18048,214.0464630126953,142.39669799804688,7161.84716796875,0.03120642527937889,0.0008826027042232454,-,-,-,-,-
1,18176,219.24945068359375,145.8407745361328,7337.1494140625,0.03707229346036911,0.0009974139975383878,-,-,-,-,-
1,18304,240.5136260986328,159.98190307617188,8050.10205078125,0.0306092482060194,0.0008887382573448122,-,-,-,-,-
1,18432,247.01100158691406,164.29820251464844,8268.169921875,0.03102015145123005,0.0008623868343420327,-,-,-,-,-
1,18560,230.64329528808594,153.41539001464844,7719.91650390625,0.02864375151693821,0.0008856792119331658,211.89234924316406,140.9536590576172,7091.11279296875,0.02749255858361721,0.0007962981471791863
1,18688,229.737060546875,152.81292724609375,7688.4501953125,0.03955881670117378,0.0008148062042891979,-,-,-,-,-
1,18816,234.4993133544922,155.97386169433594,7847.70458984375,0.048341475427150726,0.0007486844551749527,-,-,-,-,-
1,18944,228.7336883544922,152.15292358398438,7654.8486328125,0.03220543637871742,0.0005757531616836786,-,-,-,-,-
1,19072,232.50645446777344,154.68209838867188,7778.509765625,0.03920701518654823,0.0006849325727671385,-,-,-,-,-
1,19200,234.29852294921875,155.87269592285156,7838.85498046875,0.037179477512836456,0.0008546251920051873,206.79124450683594,137.57655334472656,6918.41796875,0.030413733795285225,0.000848044699523598
1,19328,233.4613037109375,155.32022094726562,7811.291015625,0.028106816112995148,0.0006811322527937591,-,-,-,-,-
1,19456,209.89891052246094,139.6609344482422,7020.52587890625,0.03263168781995773,0.00089574622688815,-,-,-,-,-
1,19584,189.47799682617188,126.09668731689453,6335.38671875,0.027354996651411057,0.0007700760033912957,-,-,-,-,-
1,19712,185.79782104492188,123.63883209228516,6212.41943359375,0.03470364585518837,0.0009747463627718389,-,-,-,-,-
1,19840,182.72592163085938,121.58193969726562,6109.10498046875,0.052832771092653275,0.0010466811945661902,201.2863311767578,133.9510040283203,6730.8779296875,0.026437504217028618,0.0010245536686852574
1,19968,221.90972900390625,147.6646728515625,7420.13916015625,0.04356338456273079,0.0010868790559470654,-,-,-,-,-
1,20096,262.1368408203125,174.4171905517578,8768.38671875,0.035661183297634125,0.0007691315840929747,-,-,-,-,-
1,20224,240.28675842285156,159.890380859375,8035.67333984375,0.0395348034799099,0.0010930655989795923,-,-,-,-,-
1,20352,268.6099548339844,178.74267578125,8984.4033203125,0.02312290295958519,0.0011981502175331116,-,-,-,-,-
1,20480,283.6417541503906,188.72640991210938,9488.671875,0.0285323578864336,0.001040724921040237,195.25624084472656,129.95773315429688,6527.130859375,0.0270904041826725,0.0012062366586178541
1,20608,253.17030334472656,168.4723663330078,8466.951171875,0.02830788679420948,0.0011551796924322844,-,-,-,-,-
1,20736,184.56117248535156,122.84910583496094,6167.79638671875,0.0339779406785965,0.0011681088944897056,-,-,-,-,-
1,20864,187.84327697753906,125.0423812866211,6276.98974609375,0.030888250097632408,0.0010080875363200903,-,-,-,-,-
1,20992,182.6470184326172,121.57624816894531,6105.88427734375,0.011775175109505653,0.0014996754471212626,-,-,-,-,-
1,21120,194.7480926513672,129.63511657714844,6510.166015625,0.011164620518684387,0.0014282717602327466,188.7520294189453,125.62966918945312,6309.5849609375,0.026363326236605644,0.001312161679379642
1,21248,191.77671813964844,127.65413665771484,6411.28662109375,0.00960440095514059,0.001294426154345274,-,-,-,-,-
1,21376,186.54800415039062,124.16918182373047,6237.01904296875,0.008521042764186859,0.0011700040195137262,-,-,-,-,-
1,21504,190.48985290527344,126.7788314819336,6369.67626953125,0.014147932641208172,0.0012497380375862122,-,-,-,-,-
1,21632,198.00413513183594,131.78607177734375,6620.8466796875,0.009461208246648312,0.0013938198098912835,-,-,-,-,-
1,21760,195.71543884277344,130.26123046875,6544.00244140625,0.014061810448765755,0.0010298085398972034,183.02915954589844,121.81343078613281,6118.88427734375,0.026760997250676155,0.001146053895354271
1,21888,196.7660369873047,130.9513397216797,6579.88671875,0.01573396660387516,0.000881875108461827,-,-,-,-,-
1,22016,192.94320678710938,128.41160583496094,6452.18798828125,0.009621825069189072,0.0009245440596714616,-,-,-,-,-
1,22144,176.31935119628906,117.35035705566406,5895.5458984375,0.013461296446621418,0.0007056515314616263,-,-,-,-,-
1,22272,155.37899780273438,103.41907501220703,5194.10302734375,0.01872969977557659,0.0016175371129065752,-,-,-,-,-
1,22400,156.04022216796875,103.86041259765625,5216.41015625,0.015576330944895744,0.0014416549820452929,176.05494689941406,117.16390991210938,5886.3486328125,0.027372989803552628,0.001800511498004198
1,22528,153.93106079101562,102.44654846191406,5146.11572265625,0.023259056732058525,0.0010592915350571275,-,-,-,-,-
1,22656,182.57394409179688,121.49879455566406,6105.68701171875,0.018139507621526718,0.0014239996671676636,-,-,-,-,-
1,22784,195.65879821777344,130.20880126953125,6543.876953125,0.011066101491451263,0.0016750253271311522,-,-,-,-,-
1,22912,232.75662231445312,154.8801727294922,7786.66650390625,0.00968893337994814,0.0010972353629767895,-,-,-,-,-
1,23040,194.34129333496094,129.3195343017578,6500.67578125,0.014892683364450932,0.0010761846788227558,169.8446044921875,113.01145935058594,5680.69970703125,0.026044074445962906,0.0009964342461898923
1,23168,201.0919189453125,133.80117797851562,6727.72021484375,0.013440774753689766,0.00103045126888901,-,-,-,-,-
1,23296,153.88153076171875,102.38693237304688,5147.59765625,0.01851034164428711,0.0010215877555310726,-,-,-,-,-
1,23424,175.7794647216797,116.94964599609375,5880.67724609375,0.022960497066378593,0.0009221350774168968,-,-,-,-,-
1,23552,155.13345336914062,103.2198486328125,5188.703125,0.02650158852338791,0.0007239810074679554,-,-,-,-,-
1,23680,194.94638061523438,129.7199249267578,6520.703125,0.019383195787668228,0.0005101105198264122,163.3939971923828,108.70365142822266,5466.51123046875,0.0251859612762928,0.0004212029161863029
1,23808,180.78480529785156,120.28246307373047,6047.98388671875,0.022442108020186424,0.0006311270990408957,-,-,-,-,-
1,23936,266.5059814453125,177.32546997070312,8914.9228515625,0.031242026016116142,0.00045077118556946516,-,-,-,-,-
1,24064,223.27227783203125,148.54278564453125,7469.39404296875,0.03549513965845108,0.0006749785970896482,-,-,-,-,-
1,24192,183.48341369628906,122.06903076171875,6138.689453125,0.0273993331938982,0.000714239664375782,-,-,-,-,-
1,24320,157.44374084472656,104.75545501708984,5265.41064453125,0.03412575647234917,0.0006562974886037409,156.39744567871094,104.03925323486328,5233.1171875,0.02694396860897541,0.00075769197428599
1,24448,147.60775756835938,98.1988754272461,4938.00390625,0.028767172247171402,0.0007502802764065564,-,-,-,-,-
1,24576,150.8328399658203,100.3608627319336,5044.8125,0.023777669295668602,0.000809738296084106,-,-,-,-,-
1,24704,159.91537475585938,106.3897933959961,5348.8720703125,0.03680809214711189,0.0006148636457510293,-,-,-,-,-
1,24832,171.8035888671875,114.29483795166016,5746.97998046875,0.038892846554517746,0.0005488837487064302,-,-,-,-,-
1,24960,159.22250366210938,105.91741943359375,5326.41845703125,0.04084547981619835,0.00044406979577615857,148.8900604248047,99.04183197021484,4982.26171875,0.02556634321808815,0.0005042318953201175
1,25088,169.41781616210938,112.70030212402344,5666.236328125,0.05509870499372482,0.0004091133887413889,-,-,-,-,-
1,25216,155.35870361328125,103.35108184814453,5197.00341796875,0.03756161406636238,0.00036342660314403474,-,-,-,-,-
1,25344,141.51406860351562,94.1336898803711,4735.462890625,0.025705702602863312,0.0004302015295252204,-,-,-,-,-
1,25472,156.11912536621094,103.85088348388672,5223.623046875,0.03196661174297333,0.00045910797780379653,-,-,-,-,-
1,25600,127.71207427978516,84.95890045166016,4272.673828125,0.02638266608119011,0.0004994440823793411,142.6486358642578,94.89713287353516,4772.6015625,0.025441115722060204,0.0006229050923138857
1,25728,161.59349060058594,107.5102767944336,5405.9853515625,0.023291440680623055,0.0007247781613841653,-,-,-,-,-
1,25856,128.882080078125,85.74400329589844,4310.69189453125,0.031058691442012787,0.0010255328379571438,-,-,-,-,-
1,25984,155.22348022460938,103.2724838256836,5192.00048828125,0.030886949971318245,0.0010624045971781015,-,-,-,-,-
1,26112,152.7408447265625,101.61672973632812,5108.716796875,0.03686920925974846,0.0008733481517992914,-,-,-,-,-
1,26130,135.22572326660156,89.97166442871094,4520.03076171875,0.053638607263565063,0.001220290083438158,133.77285766601562,89.00133514404297,4474.54345703125,0.026013929396867752,0.0008266750955954194
2,128,148.9229278564453,99.09273529052734,4980.44921875,0.025625284761190414,0.0007550260634161532,-,-,-,-,-
2,256,148.7570037841797,98.97413635253906,4975.32177734375,0.029553385451436043,0.0009538699523545802,-,-,-,-,-
2,384,149.0664520263672,99.1886978149414,4985.1533203125,0.026129893958568573,0.0011054318165406585,-,-,-,-,-
2,512,138.444580078125,92.1226577758789,4629.490234375,0.026934951543807983,0.0009685800760053098,-,-,-,-,-
2,640,157.63511657714844,104.88452911376953,5272.1103515625,0.029368406161665916,0.0011198122519999743,141.63836669921875,94.2508316040039,4735.95458984375,0.027911322191357613,0.0007586073479615152
2,768,137.47373962402344,91.4750747680664,4597.19873046875,0.026617787778377533,0.0007648317259736359,-,-,-,-,-
2,896,151.11802673339844,100.54620361328125,5054.28125,0.02893965318799019,0.0006517195724882185,-,-,-,-,-
2,1024,139.11546325683594,92.56219482421875,4652.65380859375,0.026667801663279533,0.0006830939091742039,-,-,-,-,-
2,1152,148.7217559814453,98.95299530029297,4974.21533203125,0.026559237390756607,0.0004356583522167057,-,-,-,-,-
2,1280,149.9213104248047,99.75244903564453,5014.306640625,0.025737181305885315,0.0005892490735277534,136.98806762695312,91.14395904541016,4581.42236328125,0.02980067767202854,0.0007833150448277593
2,1408,138.68052673339844,92.2713394165039,4638.216796875,0.026967188343405724,0.0005684541538357735,-,-,-,-,-
2,1536,130.38894653320312,86.75928497314453,4360.27392578125,0.02683953568339348,0.0007278289413079619,-,-,-,-,-
2,1664,139.68704223632812,92.9511489868164,4670.79638671875,0.02785647101700306,0.0005553136579692364,-,-,-,-,-
2,1792,133.14854431152344,88.60054016113281,4451.90673828125,0.028894145041704178,0.0005245787906460464,-,-,-,-,-
2,1920,133.30157470703125,88.70419311523438,4456.87451171875,0.02859632670879364,0.0005267693777568638,140.60328674316406,93.56077575683594,4701.63037109375,0.02615763433277607,0.0004296958795748651
