epoch,lifetime,reward_mean,policy_loss,value_loss,sym_loss,score_real__/full,score_fake__/full,disc_reward__/full
1,16.0,-0.007997537031769753,0.31153560876846315,0.5589535176753998,0.0,0.03511012904345989,-0.007183088455349207,-0.007997537031769753
10,20.96875,-0.03929778188467026,-0.03151073046028614,0.30772721469402314,0.0,0.038790996082954936,-0.008254607932435142,-0.03929778188467026
20,22.6875,-0.030971501022577286,-0.03458163123577833,0.09891174808144569,0.0,0.04371423050761223,-0.007834093063138425,-0.030971501022577286
30,20.5625,-0.03978538513183594,-0.03422606633976102,0.03880214616656304,0.0,0.0509144077077508,-0.010075443726964294,-0.03978538513183594
40,21.1875,-0.04230712726712227,-0.031048976257443427,0.03509061690419912,0.0,0.06103785149753094,-0.015422877855598927,-0.04230712726712227
50,22.4375,-0.047177039086818695,-0.031156168691813944,0.08744169883430004,0.0,0.07130058072507381,-0.02172051277011633,-0.047177039086818695
60,24.5,-0.05911536514759064,-0.03250952521339059,0.08416981920599938,0.0,0.08099119067192077,-0.03143860958516598,-0.05911536514759064
70,23.34375,-0.06148810312151909,-0.03018416278064251,0.06063193492591381,0.0,0.09189990721642971,-0.04167831540107727,-0.06148810312151909
80,27.625,-0.07413658499717712,-0.031572448555380106,0.04745930545032025,0.0,0.10235177129507064,-0.05083159487694502,-0.07413658499717712
90,22.15625,-0.09275524318218231,-0.03569441698491573,0.04002122618257999,0.0,0.1108944583684206,-0.061761546321213244,-0.09275524318218231
100,21.53125,-0.09175896644592285,-0.03475630413740873,0.032780783623456954,0.0,0.11936883889138698,-0.06873829197138548,-0.09175896644592285
110,22.65625,-0.10446009784936905,-0.03181981453672052,0.05145668163895607,0.0,0.1256166286766529,-0.07853731624782086,-0.10446009784936905
120,23.8125,-0.10896728932857513,-0.0342831177636981,0.03285501766949892,0.0,0.13303188048303127,-0.08354423008859158,-0.10896728932857513
130,22.65625,-0.11465083062648773,-0.03525462169200182,0.016158025804907085,0.0,0.13948753476142883,-0.08851845599710942,-0.11465083062648773
140,24.28125,-0.12097111344337463,-0.03263272289186716,0.019544542953372,0.0,0.14456966146826744,-0.09417840912938118,-0.12097111344337463
150,22.65625,-0.12364742159843445,-0.035890054889023304,0.01587330149486661,0.0,0.14805222004652024,-0.09952452518045903,-0.12364742159843445
160,26.25,-0.12422196567058563,-0.03649687394499779,0.024813164584338666,0.0,0.1549390509724617,-0.10591260567307473,-0.12422196567058563
170,19.125,-0.13169534504413605,-0.03968697600066662,0.033878568932414053,0.0,0.1593688763678074,-0.10983256362378598,-0.13169534504413605
180,26.125,-0.13310417532920837,-0.03073657173663378,0.020856766402721404,0.0,0.16497327089309693,-0.11265553534030914,-0.13310417532920837
190,20.71875,-0.1266593635082245,-0.03218050263822079,0.03780059926211834,0.0,0.16846901550889015,-0.11548254713416099,-0.1266593635082245
200,21.59375,-0.1507740318775177,-0.038533265516161916,0.020211962796747685,0.0,0.1721484623849392,-0.12121931277215481,-0.1507740318775177
210,23.71875,-0.1407465636730194,-0.033600909542292355,0.020290874876081944,0.0,0.17627980411052704,-0.12224029265344143,-0.1407465636730194
220,28.59375,-0.16341891884803772,-0.03825351912528276,0.022891466878354548,0.0,0.17954455614089965,-0.13105819039046765,-0.16341891884803772
230,23.78125,-0.14568528532981873,-0.04039906430989504,0.02489937450736761,0.0,0.18192527145147325,-0.13371940702199936,-0.14568528532981873
240,26.09375,-0.1471664309501648,-0.035217299684882165,0.05035089217126369,0.0,0.18604124784469606,-0.13377314954996108,-0.1471664309501648
250,24.65625,-0.14361967146396637,-0.031604335829615596,0.03281304519623518,0.0,0.1876567631959915,-0.13498203903436662,-0.14361967146396637
260,22.84375,-0.15624266862869263,-0.03400436379015446,0.06448429338634014,0.0,0.19041559100151062,-0.14013582244515418,-0.15624266862869263
270,22.5,-0.15630492568016052,-0.04120094920508564,0.04971501976251602,0.0,0.19160593152046204,-0.14169733896851539,-0.15630492568016052
280,18.90625,-0.1779065877199173,-0.04105051895603538,0.04803075566887856,0.0,0.1950187899172306,-0.1447724513709545,-0.1779065877199173
290,25.71875,-0.15987102687358856,-0.03894191235303879,0.04352975338697433,0.0,0.19645930603146552,-0.14181725829839706,-0.15987102687358856
300,21.09375,-0.15608972311019897,-0.04039141722023487,0.0373794861137867,0.0,0.19905333817005158,-0.14515143185853957,-0.15608972311019897
310,19.0,-0.18514332175254822,-0.03970811516046524,0.03348914664238691,0.0,0.1991770811378956,-0.14993045032024382,-0.18514332175254822
320,20.90625,-0.16206222772598267,-0.04395859194919467,0.032311647199094296,0.0,0.19901072680950166,-0.15142456963658332,-0.16206222772598267
330,21.875,-0.15982340276241302,-0.03632732182741165,0.04416762627661228,0.0,0.2029356949031353,-0.15221889093518257,-0.15982340276241302
340,23.5,-0.16959112882614136,-0.04031159710139036,0.04139692299067974,0.0,0.204341384768486,-0.15457223281264304,-0.16959112882614136
350,24.21875,-0.1679907888174057,-0.03741158591583371,0.05277010761201382,0.0,0.2028888739645481,-0.1539018213748932,-0.1679907888174057
360,21.25,-0.1661221832036972,-0.039433151856064795,0.041694539785385135,0.0,0.20430687740445136,-0.15022380873560906,-0.1661221832036972
370,17.375,-0.18763408064842224,-0.04367379117757082,0.0405648659914732,0.0,0.20567945688962935,-0.15425896942615508,-0.18763408064842224
380,18.6875,-0.1513604372739792,-0.041488252393901345,0.028136308677494525,0.0,0.20662059783935546,-0.15484816282987596,-0.1513604372739792
390,23.34375,-0.19408273696899414,-0.03983638752251863,0.030307647585868836,0.0,0.20917197763919831,-0.15724746733903885,-0.19408273696899414
400,27.40625,-0.14723937213420868,-0.03627619296312332,0.03514648862183094,0.0,0.2073298953473568,-0.15296520441770553,-0.14723937213420868
410,18.59375,-0.17135268449783325,-0.04180737817659974,0.03348973169922829,0.0,0.2067075103521347,-0.160181488096714,-0.17135268449783325
420,20.71875,-0.18254725635051727,-0.03647605758160353,0.030228282511234283,0.0,0.20715680867433547,-0.15830886363983154,-0.18254725635051727
430,21.5625,-0.15960463881492615,-0.03749630469828844,0.026053034141659735,0.0,0.2054855518043041,-0.16012321412563324,-0.15960463881492615
440,25.5,-0.15557587146759033,-0.03770345635712147,0.025766864791512488,0.0,0.20745895132422448,-0.15866135358810424,-0.15557587146759033
450,22.125,-0.15078489482402802,-0.03645020592957735,0.026115407422184943,0.0,0.20387013107538224,-0.165564439445734,-0.15078489482402802
460,25.71875,-0.15326473116874695,-0.035576268844306466,0.03249152768403292,0.0,0.2058520346879959,-0.16283901333808898,-0.15326473116874695
470,19.21875,-0.15663132071495056,-0.03679199069738388,0.015315543673932553,0.0,0.2032027192413807,-0.16713573336601256,-0.15663132071495056
480,24.34375,-0.18351873755455017,-0.041069791093468665,0.02992355041205883,0.0,0.20427362844347954,-0.16593787595629692,-0.18351873755455017
490,23.15625,-0.17853547632694244,-0.03533797906711698,0.034697866067290306,0.0,0.2005968987941742,-0.1691334769129753,-0.17853547632694244
500,27.71875,-0.2049308568239212,-0.03381589334458113,0.01667928760871291,0.0,0.19791897535324096,-0.17384403198957443,-0.2049308568239212
510,20.5625,-0.1854678988456726,-0.03844522926956415,0.020999950356781483,0.0,0.19325344562530516,-0.17417706921696663,-0.1854678988456726
520,18.53125,-0.1774587482213974,-0.03762478781864047,0.01531692985445261,0.0,0.19106840267777442,-0.17610738053917885,-0.1774587482213974
530,33.21875,-0.17624789476394653,-0.03536288179457188,0.018355829827487468,0.0,0.18739840909838676,-0.17070419117808341,-0.17624789476394653
540,26.09375,-0.1801588535308838,-0.0374351087026298,0.018219533655792475,0.0,0.18501126766204834,-0.17483750134706497,-0.1801588535308838
550,24.5,-0.19228196144104004,-0.03143701925873756,0.05416475310921669,0.0,0.18359885215759278,-0.1687166079878807,-0.19228196144104004
560,28.125,-0.18870392441749573,-0.03959645936265588,0.017190851271152496,0.0,0.1823554202914238,-0.16653199568390847,-0.18870392441749573
570,28.65625,-0.1913994997739792,-0.03767663473263383,0.021935917250812054,0.0,0.1787415474653244,-0.16651156023144723,-0.1913994997739792
580,19.65625,-0.16665811836719513,-0.03876942414790392,0.016122930310666563,0.0,0.18332377895712854,-0.16482177674770354,-0.16665811836719513
590,20.6875,-0.1822715550661087,-0.03741370495408773,0.02571531031280756,0.0,0.18587110862135886,-0.16359698995947838,-0.1822715550661087
600,24.4375,-0.17563191056251526,-0.035692475363612176,0.04004317969083786,0.0,0.18591628968715668,-0.16570813506841658,-0.17563191056251526
610,20.625,-0.16262489557266235,-0.03489240724593401,0.025668321736156942,0.0,0.19101858213543893,-0.1615875244140625,-0.16262489557266235
620,24.25,-0.17668119072914124,-0.03846551701426506,0.03244800735265017,0.0,0.19141869992017746,-0.161168921738863,-0.17668119072914124
630,19.625,-0.19082006812095642,-0.03893640311434865,0.027901540510356426,0.0,0.19296533688902856,-0.16364754885435104,-0.19082006812095642
640,24.4375,-0.16154836118221283,-0.0332484170794487,0.020509352162480354,0.0,0.19227846413850785,-0.15912123918533325,-0.16154836118221283
650,29.15625,-0.15553396940231323,-0.03664500517770648,0.021927606873214246,0.0,0.1961122177541256,-0.15369064435362817,-0.15553396940231323
660,20.28125,-0.1790955811738968,-0.04399693384766579,0.03429831825196743,0.0,0.19753264933824538,-0.15469683706760406,-0.1790955811738968
670,22.5625,-0.14001202583312988,-0.03774788109585643,0.026054426841437817,0.0,0.19961495250463485,-0.14118052758276461,-0.14001202583312988
680,20.15625,-0.14923003315925598,-0.035052486881613734,0.03067135959863663,0.0,0.2032545179128647,-0.13993544019758702,-0.14923003315925598
690,22.4375,-0.13770350813865662,-0.041932163294404745,0.02142203487455845,0.0,0.2061436280608177,-0.1414312280714512,-0.13770350813865662
700,23.25,-0.15662354230880737,-0.036494548246264455,0.023932337202131747,0.0,0.20678045451641083,-0.13420621454715728,-0.15662354230880737
710,26.3125,-0.13751162588596344,-0.033998210728168485,0.016499641351401806,0.0,0.20815157592296601,-0.12852753438055514,-0.13751162588596344
720,21.5,-0.14417970180511475,-0.03631733749061823,0.025115240924060346,0.0,0.2069026254117489,-0.13354019410908222,-0.14417970180511475
730,24.84375,-0.11601509898900986,-0.03339812513440847,0.01790705258026719,0.0,0.20878619328141212,-0.12277529910206794,-0.11601509898900986
740,19.5625,-0.13814100623130798,-0.03454206408932805,0.02630539834499359,0.0,0.20885180532932282,-0.126277194917202,-0.13814100623130798
750,19.84375,-0.1554018259048462,-0.03177076913416386,0.020547900535166263,0.0,0.2096770577132702,-0.12544584684073926,-0.1554018259048462
760,21.96875,-0.13197071850299835,-0.03907155450433493,0.022612613439559937,0.0,0.2073836147785187,-0.12283783070743085,-0.13197071850299835
770,20.78125,-0.12546703219413757,-0.038732147216796874,0.018264025263488293,0.0,0.20847058892250062,-0.12218166589736938,-0.12546703219413757
780,16.625,-0.133718341588974,-0.034047996439039704,0.03227781783789396,0.0,0.20864597260951995,-0.11656824015080929,-0.133718341588974
790,22.3125,-0.12740953266620636,-0.03835485288873315,0.019178588036447765,0.0,0.20708016455173492,-0.11390772126615048,-0.12740953266620636
800,21.5625,-0.1317092478275299,-0.03681542742997408,0.045330831035971644,0.0,0.2067820720374584,-0.11081972643733025,-0.1317092478275299
810,25.3125,-0.10660198330879211,-0.038911137450486424,0.035983257181942466,0.0,0.20533348023891448,-0.1104283582419157,-0.10660198330879211
820,27.28125,-0.10019358992576599,-0.04012839375063777,0.02677775323390961,0.0,0.20499234199523925,-0.10653661042451859,-0.10019358992576599
830,25.71875,-0.12525758147239685,-0.0345754474401474,0.031052346900105478,0.0,0.20458992049098015,-0.10606632493436337,-0.12525758147239685
